"dateStats","dateSlots","totalVaccinationsLastWeek","totalVaccinationsSecondLastWeek","totalYesterdayFirstVaccinated","freeSlots","totalCertificationAgreement","freeSlotsBooster","boosterReleased","baseImmunized","personBoostered"
"2022-01-13T00:15:00","2022-01-13T00:15:00","60926","40538","573","7703","878497","86783","245804","729694","373747"
